@relation pandasdata
@attribute f0 real
@attribute f1 real
@attribute f2 real
@attribute f3 real
@attribute f4 real
@attribute f5 real
@attribute f6 real
@attribute class{0_0,1_0}
@data
0.04932541493358792,0.0,0.0,0.06254934129511784,0.0,0.044687251895976374,0.0,"0_0"
0.08000975103665622,0.0,0.03704873969491234,0.0,0.0,0.0,0.0,"0_0"
0.020463291377392848,0.03723462555886412,0.0,0.07784822883554096,0.0,0.0,0.0,"0_0"
0.0,0.09388753142582955,0.0,0.0,0.0,0.0,0.0,"0_0"
0.057568330430658225,0.0,0.0,0.018250536527394567,0.0,0.0,0.020738607604145684,"0_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1_0"
0.0,0.0,0.0,0.006691611533871762,0.0,0.0,0.0,"0_0"
0.11102167979222531,0.0,0.03084534018781992,0.0,0.0,0.0,0.0,"0_0"
0.021000332330139992,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1_0"
0.01822486591127402,0.0,0.0253172258770857,0.0,0.0,0.0,0.0,"0_0"
0.0,0.0,0.0,0.0,0.08778464407424867,0.0,0.0,"0_0"
0.028838912276573876,0.017491583348601528,0.0,0.0,0.0,0.0,0.0,"0_0"
0.013261724791537734,0.0,0.036845273232919744,0.016817134762367028,0.0,0.0,0.0,"0_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.047569666582412004,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.022511914567432578,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.04370789816506047,0.07953008106696557,0.0,0.027712896518960497,0.04118211126019039,0.0,0.0,"1_0"
0.0810020269690824,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.024218900166640522,0.0,0.0,0.0,0.022819341197681538,0.0,0.017449394950403235,"1_0"
0.0,0.0,0.0,0.08117335266309661,0.040208596726163115,0.03866189456823641,0.0,"1_0"
0.14474635076616177,0.0,0.040215122295784514,0.018355220949454916,0.0,0.026227114952483664,0.0,"0_0"
0.033102241251761484,0.04517416829863707,0.0,0.01049420156159621,0.0,0.0,0.011924861933679606,"0_0"
0.07797793161022275,0.0,0.06499422001616068,0.0,0.05877740161806782,0.0,0.0,"0_0"
0.04104719963167317,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.016598608352546815,0.06040503997202602,0.04611619300274267,0.0,0.0,0.0,0.0,"0_0"
0.022385438539859658,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.0,0.0,0.04505604183260451,0.0,0.0,0.0,0.0,"0_0"
0.0,0.0,0.0,0.0,0.02630852490940084,0.0,0.0,"0_0"
0.0,0.20944701237768856,0.0,0.02919339853478052,0.0,0.0,0.0,"0_0"
0.09895594318055274,0.0,0.054986192547673535,0.02509711908765265,0.0,0.035860370686934435,0.0,"0_0"
0.01317877734059694,0.0,0.0,0.0,0.0,0.0,0.0,"1_0"
0.011138552375375229,0.04053500674120134,0.0,0.07062374589235028,0.0,0.0,0.0,"0_0"
0.021518430502960602,0.0,0.0,0.013643713443436527,0.0,0.0,0.0,"0_0"
0.10530315646436951,0.0,0.0,0.02670689372613021,0.0,0.0,0.0,"0_0"
0.0,0.0,0.0,0.0,0.07181915164778702,0.0,0.0,"1_0"
0.016450523399796694,0.0,0.04570476608569158,0.0,0.0,0.0,0.02370476594468084,"0_0"
0.0,0.07137022071440602,0.0,0.0,0.0,0.0,0.0,"0_0"
0.0,0.036782351072452577,0.0,0.0,0.0,0.0,0.0,"0_0"
0.0,0.0,0.0,0.0,0.024167258521903868,0.0,0.009240057264669067,"0_0"
0.038644480622871305,0.04687785359557082,0.0,0.0,0.0,0.07002133250408775,0.0,"0_0"
0.0419500492404719,0.0,0.0,0.0709288967515611,0.0,0.0,0.02014963444112488,"0_0"
0.17567425381748936,0.0,0.061009842079751034,0.02784646838143692,0.0,0.0,0.0,"0_0"
0.021126077246081575,0.057660927654178816,0.05869493604394027,0.013394942725482913,0.0,0.0,0.03044211447119065,"0_0"
0.0,0.0,0.0,0.0,0.0,0.13935872629401932,0.0,"0_0"
0.11271239017921189,0.0,0.0,0.061255750821938314,0.0,0.0,0.0,"0_0"
0.0061660387093439885,0.0,0.017131209143738824,0.007819126512953809,0.01161943277180204,0.0,0.05331058502830891,"0_0"
0.012737012632551987,0.0,0.08846864152183781,0.03230349917203506,0.0,0.0,0.0,"0_0"
0.0,0.0,0.0,0.03911364697344643,0.0,0.0,0.0,"0_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1_0"
0.0,0.0,0.0,0.0,0.11414058109661976,0.0,0.01745610499593042,"1_0"
0.03955122304561512,0.0,0.0,0.05015473163784613,0.0,0.0179160729758993,0.0,"0_0"
0.0,0.0,0.0,0.02447680612655667,0.03637319370453799,0.0,0.0,"1_0"
0.02023473055006888,0.0,0.0,0.0,0.0,0.018332020163552683,0.0,"0_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.03236699970485582,0.0,0.0,0.041044449681038715,0.0,0.0,0.0,"0_0"
0.015074405566375189,0.0,0.0,0.05734736179280468,0.0,0.0,0.0,"0_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.0,0.05291203877488026,0.0,0.0,0.0,0.0,0.0,"0_0"
0.03657337876874379,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1_0"
0.006454358298271477,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.031766463049516726,0.0,0.0,0.0,0.0,0.0,0.0,"1_0"
0.0,0.0,0.0,0.018082403747425237,0.0,0.0,0.0,"0_0"
0.015369061922799899,0.0,0.0,0.0,0.0,0.0,0.022146408768597636,"0_0"
0.0,0.0,0.03085010312483058,0.08448470528148944,0.0,0.040239052115761974,0.0,"0_0"
0.0,0.0,0.02352628615054373,0.02147600980731556,0.0,0.03068629789247284,0.0,"0_0"
0.025695284150065636,0.0,0.0,0.0,0.0,0.0,0.0,"1_0"
0.02343479388511648,0.0,0.0,0.029717558846174854,0.0,0.0,0.0,"0_0"
0.021814622322709226,0.0,0.0,0.013831513214074272,0.0,0.0,0.031434289582410666,"0_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.010821029834972738,0.0,0.0,0.0,0.0,0.0,0.015592815698593955,"0_0"
0.0,0.0,0.03079880357700001,0.14057369774403403,0.0,0.04017214001597687,0.0,"0_0"
0.0,0.0,0.0,0.08803190380905916,0.043605927353842666,0.0,0.0,"1_0"
0.025838409288536524,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.0,0.08039345248253038,0.0,0.0,0.0,0.0,0.0,"0_0"
0.052689873425145244,0.0,0.12199096858779997,0.0,0.0,0.0,0.0,"0_0"
0.029760087317376924,0.0,0.0,0.01886931778570356,0.08412094462118838,0.0,0.0,"0_0"
0.025954662992239048,0.0,0.036055138552853035,0.0,0.0,0.0,0.018699988944172435,"0_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.07294301583074694,"0_0"
0.032952033668593214,0.0,0.0,0.08357265734429879,0.0,0.0,0.0,"0_0"
0.0,0.0,0.1161311987975483,0.0,0.0,0.0,0.0301157091714435,"0_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.026996191856961463,"0_0"
0.24887912789893463,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.13529343641028402,0.0,0.05369829026784157,0.0,0.0,0.0,0.027850605340418,"0_0"
0.0,0.06347262387943507,0.0,0.0,0.0,0.0,0.0,"0_0"
0.0,0.02097945210583515,0.0,0.014620917706444895,0.0,0.0,0.0,"0_0"
0.03991974132530286,0.0,0.018484948220521172,0.0,0.0,0.0,0.0,"0_0"
0.016215083885403526,0.0,0.0,0.0,0.0,0.0,0.07009651163104154,"0_0"
0.02334129727220631,0.0,0.06484951913298787,0.0,0.0,0.0,0.03363418751100077,"0_0"
0.0,0.0,0.0,0.0,0.028491514620741683,0.0,0.0,"0_0"
0.0,0.0,0.0,0.08248444661331236,0.0,0.0,0.0,"0_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.07062917505441915,0.128515537319091,0.16352518833977672,0.0,0.0,0.0,0.0,"0_0"
0.2795058919438895,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.01036436331754242,0.0,0.0,0.0,0.0,0.0,0.014934771413474613,"1_0"
0.0,0.0,0.0,0.033703030923547,0.0,0.0,0.0255318131732613,"0_0"
0.2100386536570865,0.0,0.048629493932846365,0.06658727276016303,0.0,0.0,0.0,"0_0"
0.02800439913497521,0.0,0.03890254676791025,0.0,0.0,0.0,0.02017679653050474,"0_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1_0"
0.011594188563659938,0.0,0.0,0.029405078841596922,0.0,0.0,0.05012075048447105,"0_0"
0.05415056718227515,0.0,0.09402964522484432,0.0,0.0,0.0,0.0,"0_0"
0.022501219474413692,0.0,0.0937732752685786,0.0,0.0,0.0,0.0,"0_0"
0.0,0.022239922976093264,0.0,0.0,0.0,0.0,0.0,"0_0"
0.0,0.0,0.04470019403909495,0.0,0.0,0.05830429254144324,0.0,"0_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.006568519119347087,0.035855866787196565,0.01824942724210597,0.024988530441318817,0.0,0.0,0.0,"0_0"
0.01731580973996681,0.0,0.012027201422650537,0.02195810201870157,0.0,0.03137514211181162,0.0,"0_0"
0.07944774942859464,0.0,0.07357700654706688,0.0,0.0,0.0,0.0,"0_0"
0.016984981210868375,0.0,0.0,0.01076928990947356,0.0,0.0,0.0,"0_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.014686533358762376,"0_0"
0.08251902468396927,0.03003001744855891,0.11463199769214746,0.020928402306386436,0.0,0.0,0.0,"0_0"
0.030437812759685958,0.08307611957696596,0.021141471893209154,0.0,0.0,0.0,0.0,"0_0"
0.05014695352770891,0.0,0.017415515643428612,0.06359113076571779,0.0,0.0681473094689346,0.0,"1_0"
0.0,0.0,0.022725206704097313,0.0,0.0,0.0,0.0,"0_0"
0.0,0.0,0.0,0.07825576100059446,0.0,0.0,0.0,"0_0"
0.0,0.14153528750509545,0.021611006758066487,0.09863821899307132,0.0,0.0,0.022417086921237235,"0_0"
0.0,0.08062813570643063,0.0,0.0,0.0,0.0,0.03192574725160495,"0_0"
0.14005079432873807,0.0,0.05921170339668299,0.007721643263915271,0.022949140071915237,0.0,0.0,"0_0"
0.017761864957996525,0.04847874020418494,0.0,0.06757122802462182,0.0,0.0,0.012797187096659172,"0_0"
0.04470363634513458,0.0,0.04657532452036102,0.014172121058938161,0.0,0.0,0.03220837449009796,"0_0"
0.03955448154249072,0.0,0.0,0.0,0.04969161572188193,0.0,0.01899898469774582,"0_0"
0.012999200426209435,0.0,0.0,0.06593691508666412,0.0,0.023553721531767356,0.0,"0_0"
0.0,0.0,0.0,0.0677681320030492,0.0,0.0,0.0,"1_0"
0.044969461672004656,0.0,0.020823235394685037,0.01900852538707903,0.0,0.02716059816315807,0.0,"0_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.017081298931565916,"0_0"
0.010820185731130562,0.03937641865580874,0.0,0.0,0.0,0.0,0.015591599367445972,"0_0"
0.0,0.03710401907285252,0.0,0.05171677570089172,0.0,0.0,0.058767254113461606,"0_0"
0.012451347014934395,0.007552080051611439,0.0,0.005263166091758116,0.0,0.0,0.01794205932004984,"0_0"
0.0156885720674055,0.08563990450653358,0.043587823872409115,0.0,0.0,0.0,0.0,"0_0"
0.08461476986704469,0.0,0.0,0.0,0.15945012289360536,0.0,0.0,"1_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.0,0.0,0.0,0.04166657259768425,0.06191765005056918,0.2381434671268117,0.0,"1_0"
0.0,0.0,0.0,0.03043992101328985,0.0,0.0,0.0,"0_0"
0.0604767454972161,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.0,0.0,0.1046175667334585,0.0,0.0,0.0,0.0,"0_0"
0.024262065142578088,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.0,0.0,0.0,0.0,0.33363757381010717,0.1374872371252532,0.0,"1_0"
0.10546755830642301,0.0,0.01831389329109308,0.0,0.0,0.0,0.01899699270694356,"1_0"
0.0,0.0,0.0,0.0,0.0,0.03509909930569354,0.0,"0_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.021765411363989948,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.0,0.0,0.0,0.03442686835798329,0.0,0.0,0.03912023697736845,"0_0"
0.0,0.0,0.03558084702907908,0.0,0.0,0.0,0.0,"0_0"
0.0,0.0,0.0,0.057562358362730014,0.5702614412441591,0.13708130544733937,0.0,"1_0"
0.030303612845960066,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.01740584743183004,0.0,0.0,0.0,0.0,0.0,0.0,"1_0"
0.013373807211751888,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.01662388299538213,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.0,0.0,0.1581617822274372,0.0,0.0,0.0,0.05468704689084506,"0_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1_0"
0.10615085051423707,0.0,0.08426305568595167,0.019229917959916205,0.0,0.0,0.021851506788964987,"0_0"
0.0,0.0,0.0,0.08639094944176662,0.0,0.0,0.0,"0_0"
0.019170925830977247,0.0,0.026631452977410625,0.2674162321382743,0.0,0.0,0.0,"0_0"
0.0,0.0,0.08991101168178338,0.0,0.0,0.0,0.0,"0_0"
0.03514794560017399,0.0,0.0,0.0,0.0,0.0,0.033764835466118394,"0_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.03222856278400032,0.0,0.022385289627607895,0.0,0.0,0.0,0.0,"1_0"
0.0,0.0,0.0,0.08861117271877704,0.0329196478190572,0.0,0.0,"1_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.07887990307346594,"0_0"
0.0,0.0,0.0,0.0795617260281136,0.0,0.014210361047297235,0.0,"0_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.058196011796053215,"0_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.033203362561145505,"0_0"
0.04558213361830518,0.01658808102910319,0.03799248274502544,0.011560500551246532,0.0,0.0,0.0,"0_0"
0.08717728117884381,0.0,0.0,0.03158546458961949,0.023468425901359096,0.11282833545026776,0.0,"1_0"
0.20493295829494787,0.0,0.014983386521618831,0.04103282861893383,0.0,0.0195434442690323,0.015542259636018685,"0_0"
0.0,0.039243403326693835,0.0,0.06837339789260138,0.0,0.05861777325892927,0.015538930237238454,"0_0"
0.0,0.10853284395824989,0.0,0.018909571279016334,0.0,0.027019206197660763,0.0,"0_0"
0.01620460374368499,0.0,0.0,0.0,0.030536347997314403,0.02936170776641287,0.0,"1_0"
0.013052153338695494,0.0,0.0,0.0993082687597241,0.0,0.0,0.01880780522592278,"0_0"
0.013673526787097602,0.0,0.0,0.0,0.0,0.0,0.05910956343136382,"0_0"
0.18038421191905113,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.07321092682758668,0.0,0.02542539380246166,0.0,0.0,0.0,0.0,"0_0"
0.007675401272620122,0.08379610702775936,0.0,0.019466285055057157,0.0,0.0,0.0,"0_0"
0.05581886533290709,0.0,0.009692655824710593,0.0,0.0,0.025285055371938262,0.020108374454982002,"0_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.016531577936266445,"0_0"
0.023832412364502086,0.0,0.01655349811530576,0.007555444271884576,0.0673655631222896,0.0,0.008585467818680794,"0_0"
0.0,0.0,0.0,0.16304601822025605,0.09691631126733594,0.04659411808970232,0.0,"1_0"
0.0,0.16774972863812576,0.0,0.0,0.0,0.0,0.0,"0_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1_0"
0.0,0.02964024401615465,0.0,0.0,0.0,0.0,0.0,"0_0"
0.0,0.0,0.0,0.0,0.0,0.011052955510305273,0.0,"0_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.027481819271473314,"0_0"
0.0,0.0,0.0,0.13358574901466364,0.0,0.027267981643782916,0.0,"1_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.0476965081397942,0.0,0.06625800573799737,0.0,0.0,0.0,0.06872939750028619,"0_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.11434343271489004,"0_0"
0.0,0.0,0.0,0.019846110963737222,0.0,0.0,0.022551704555506386,"0_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.0,0.0,0.0,0.0,0.1325485034688716,0.0,0.0,"1_0"
0.05057328386322611,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.0673473436639841,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.0,0.0,0.045760891829313005,0.0,0.0,0.0,0.0,"0_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.07856953741029776,"0_0"
0.05321118264734789,0.0,0.0,0.033738433103979906,0.0,0.024103816722539598,0.019168974135963253,"0_0"
0.02084237502543129,0.0,0.0,0.0,0.0,0.0,0.030033307129620938,"0_0"
0.0,0.21903427022730657,0.0,0.1780899247360671,0.0,0.0,0.0,"0_0"
0.0,0.0,0.0,0.07737594985641724,0.0,0.0,0.0,"1_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1_0"
0.0,0.0,0.0,0.09651746961925177,0.0,0.0,0.0,"0_0"
0.048336691114678663,0.0,0.0,0.0,0.09108683212890886,0.0,0.0,"0_0"
0.0,0.0,0.0,0.11553635873191277,0.0,0.0,0.032821818747032334,"0_0"
0.06739618577848432,0.0,0.0234059946848827,0.0,0.0,0.0,0.0,"0_0"
0.0,0.02549408484910253,0.0,0.0,0.0,0.0,0.0,"0_0"
0.020157803389203224,0.03667876527992885,0.0,0.07668606492102191,0.0,0.0,0.0,"0_0"
0.013584253107664894,0.0,0.0,0.08613065749316247,0.0,0.0,0.0,"0_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.026732325816033638,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.01734882848658287,0.0,0.02410027111507748,0.0,0.0,0.0,0.0,"0_0"
0.18196638914109917,0.0,0.0505560282127841,0.09230031045011157,0.0,0.0,0.0,"0_0"
0.03185541827743019,0.0,0.0110630556058007,0.0,0.0,0.0,0.011475702261633254,"0_0"
0.0,0.0,0.02653148656559734,0.0,0.0,0.0,0.0,"1_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"1_0"
0.033977891714629484,0.0,0.07866779043847377,0.0,0.0,0.0,0.016320412240884614,"0_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.0,0.0,0.0,0.0,0.0,0.04013532068832871,0.031918302942194964,"0_0"
0.0,0.0,0.03571667942299757,0.0,0.0,0.0,0.0,"0_0"
0.0,0.0,0.027003921686933045,0.0,0.0,0.07044464050532545,0.0,"0_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.033378771721708986,"0_0"
0.12525150172745514,0.0,0.0,0.14294778960992888,0.07080808956083809,0.0,0.01804840770419381,"0_0"
0.07984989110101218,0.14529338126646305,0.027731037077403948,0.0,0.0,0.0,0.0,"0_0"
0.0,0.0,0.0,0.031857228329647824,0.0,0.0,0.0,"1_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.0,0.0,0.01671928504917178,0.06104890969865535,0.04536016272790609,0.06542294329224528,0.01734290634416324,"1_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.0,0.0,0.023262521153840626,0.0,0.0,0.0,0.024130202010053014,"1_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.0,0.0,0.0,0.18427903479195007,0.034230451644283975,0.0,0.0,"1_0"
0.043129791750760475,0.15695633870957051,0.0,0.0,0.0,0.0,0.0,"0_0"
0.0,0.0,0.0329271181304037,0.0,0.0,0.0,0.0,"0_0"
0.02713297748662308,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.0,0.06580543001862611,0.0,0.0,0.0,0.0,0.0,"0_0"
0.01180254872488811,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.0,0.0,0.021310311862865486,0.0,0.0,0.0,0.0,"0_0"
0.0,0.0,0.0,0.030537361210378172,0.0,0.0,0.05205071783430758,"0_0"
0.0,0.0,0.0,0.0,0.1713295683802267,0.0,0.0,"1_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.0,0.0,0.0,0.09645928705468568,0.0,0.0,0.0,"0_0"
0.0,0.0,0.0,0.0,0.0,0.03052221882305684,0.024273318616975563,"0_0"
0.03414070125028585,0.0,0.047426842499889,0.0,0.0,0.0,0.0,"0_0"
0.0,0.0,0.0,0.03837042846803892,0.0,0.0,0.0,"0_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.0,0.0,0.0,0.0,0.0,0.122986188071316,0.0,"1_0"
0.014452811473088899,0.0,0.020077244705365767,0.0,0.0,0.0,0.02082611628128527,"1_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.014416077568054445,"0_0"
0.0,0.0,0.0,0.022294014527233622,0.4638130916759847,0.0,0.025333327516559635,"1_0"
0.0,0.0,0.0,0.01387371687443885,0.020616717257419065,0.0,0.0,"0_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.019249125802876976,0.0,0.0,0.024409731597755686,0.0,0.0,0.013868738723612727,"0_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.0,0.0,0.0,0.06456561576793889,0.0,0.0,0.0,"0_0"
0.01655289756977267,0.0,0.11497298491369315,0.0,0.0,0.0,0.0,"0_0"
0.0,0.03702793047111719,0.0,0.0,0.0,0.0,0.0,"0_0"
0.00833403109710831,0.0,0.0,0.0,0.0,0.030201464899732914,0.0,"1_0"
0.0,0.0,0.16420990045518133,0.0,0.0,0.0,0.0,"0_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.024646230942287146,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.019237799675307712,0.0,0.026724351341131155,0.0,0.0,0.0,0.0,"0_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.0,0.03304548484507237,0.0,0.0,0.0,0.0,0.0,"0_0"
0.025109758128947102,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,"0_0"
0.03457813187819151,0.0,0.0,0.05481047080669915,0.0,0.0,0.0,"0_0"
0.0,0.0,0.0983346836331878,0.02244124525851699,0.03334829538374549,0.0,0.0,"0_0"
0.008954683851480818,0.0,0.0,0.05677697563926115,0.10124653954638492,0.08112657814612073,0.0,"1_0"
